,date,open,high,low,close,volume,hlc3,rsi,macd,deltamacd,signal,mom,cci,obv,stk,cmf,mfi,uo,ph,pl,stk_rbull,stk_hbull,stk_rbear,stk_hbear,mom_rbull,mom_hbull,mom_rbear,mom_hbear,mfi_rbull,mfi_hbull,mfi_rbear,mfi_hbear,rsi_rbull,rsi_hbull,rsi_rbear,rsi_hbear,cci_rbull,cci_hbull,cci_rbear,cci_hbear,cmf_rbull,cmf_hbull,cmf_rbear,cmf_hbear,macd_rbull,macd_hbull,macd_rbear,macd_hbear,uo_rbull,uo_hbull,uo_rbear,uo_hbear,obv_rbull,obv_hbull,obv_rbear,obv_hbear,date_1h,open_1h,high_1h,low_1h,close_1h,volume_1h,hlc3_1h,rsi_1h,macd_1h,deltamacd_1h,signal_1h,mom_1h,cci_1h,obv_1h,stk_1h,cmf_1h,mfi_1h,uo_1h,ph_1h,pl_1h,stk_rbull_1h,stk_hbull_1h,stk_rbear_1h,stk_hbear_1h,mom_rbull_1h,mom_hbull_1h,mom_rbear_1h,mom_hbear_1h,mfi_rbull_1h,mfi_hbull_1h,mfi_rbear_1h,mfi_hbear_1h,rsi_rbull_1h,rsi_hbull_1h,rsi_rbear_1h,rsi_hbear_1h,cci_rbull_1h,cci_hbull_1h,cci_rbear_1h,cci_hbear_1h,cmf_rbull_1h,cmf_hbull_1h,cmf_rbear_1h,cmf_hbear_1h,macd_rbull_1h,macd_hbull_1h,macd_rbear_1h,macd_hbear_1h,uo_rbull_1h,uo_hbull_1h,uo_rbear_1h,uo_hbear_1h,obv_rbull_1h,obv_hbull_1h,obv_rbear_1h,obv_hbear_1h
10,2021-08-16 21:30:00+00:00,3167.41,3197.0,3167.32,3175.1,10939.25152,3179.806666666667,,,,,-49.36999999999989,-36.10168213019657,-8942.745359999999,81.90720048526016,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 21:00:00+00:00,3163.83,3197.0,3150.0,3175.1,23160.15226,3174.0333333333333,37.70821371946566,-16.534377764155124,-12.200459842856585,-4.333917921298539,-115.16000000000031,-108.57818671064564,1259521.2960500005,77.79507111011019,0.029013755342584036,32.959606021911476,52.295618055960865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,2021-08-16 22:00:00+00:00,3174.9,3201.52,3168.3,3190.58,11345.27534,3186.7999999999997,,,,,-20.84999999999991,-11.298736641984373,2402.529980000001,76.43654470373734,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 21:00:00+00:00,3163.83,3197.0,3150.0,3175.1,23160.15226,3174.0333333333333,37.70821371946566,-16.534377764155124,-12.200459842856585,-4.333917921298539,-115.16000000000031,-108.57818671064564,1259521.2960500005,77.79507111011019,0.029013755342584036,32.959606021911476,52.295618055960865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,2021-08-16 22:30:00+00:00,3190.43,3197.42,3176.11,3184.83,7170.76634,3186.1200000000003,,,,,-34.840000000000146,-4.617397006364068,-4768.236359999999,75.48823568619588,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 22:00:00+00:00,3174.9,3201.52,3168.3,3184.83,18516.04168,3184.883333333333,40.231418172405306,-17.70245143456259,-10.694826810611241,-7.007624623951349,-99.09000000000015,-58.82143713694465,1278037.3377300005,87.12923486451177,0.0038706832452078998,38.77293238263523,48.06493924761572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,2021-08-16 23:00:00+00:00,3184.83,3188.8,3147.25,3152.83,13577.66312,3162.9600000000005,,,,,-74.28999999999996,-70.58785815493667,-18345.89948,71.29907351862948,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 22:00:00+00:00,3174.9,3201.52,3168.3,3184.83,18516.04168,3184.883333333333,40.231418172405306,-17.70245143456259,-10.694826810611241,-7.007624623951349,-99.09000000000015,-58.82143713694465,1278037.3377300005,87.12923486451177,0.0038706832452078998,38.77293238263523,48.06493924761572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,2021-08-16 23:30:00+00:00,3152.83,3172.72,3144.55,3146.53,11240.5979,3154.6000000000004,29.664996869129663,,,,-82.9699999999998,-85.56080634740859,-29586.49738,66.45004332466836,,39.161602367619764,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 23:00:00+00:00,3184.83,3188.8,3144.55,3146.53,24818.26102,3159.9600000000005,34.33568302421268,-21.471142185627286,-11.57081404934075,-9.900328136286536,-74.92999999999984,-106.07055162521526,1253219.0767100004,79.30946048367366,0.012645918433655468,33.25379052254711,43.356510993822894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,2021-08-17 00:00:00+00:00,3147.18,3162.43,3118.3,3135.53,25171.18979,3138.7533333333336,27.938018840820806,,,,-65.4699999999998,-136.7264409527863,-54757.687170000005,49.880023995200986,,35.563232744524086,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-16 23:00:00+00:00,3184.83,3188.8,3144.55,3146.53,24818.26102,3159.9600000000005,34.33568302421268,-21.471142185627286,-11.57081404934075,-9.900328136286536,-74.92999999999984,-106.07055162521526,1253219.0767100004,79.30946048367366,0.012645918433655468,33.25379052254711,43.356510993822894,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,2021-08-17 00:30:00+00:00,3135.53,3144.43,3115.63,3134.25,16246.83281,3131.4366666666665,27.735678134320864,,,,-42.59999999999991,-144.51010293557408,-71004.51998000001,44.437779110844396,,30.685467332277277,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 00:00:00+00:00,3147.18,3162.43,3115.63,3134.25,41418.0226,3137.4366666666665,32.681951949681434,-25.15873588306431,-12.206726197422219,-12.952009685642091,-70.11999999999989,-133.16509703938982,1211801.0541100004,74.8835012665211,-0.017982882555920177,24.91040787527075,41.195415944114835,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False
17,2021-08-17 01:00:00+00:00,3134.25,3165.36,3130.0,3164.48,11386.78346,3153.28,38.97649048053636,,,,12.679999999999836,-39.34890304317107,-59617.73652000001,40.12824405346591,,32.10248826691667,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 00:00:00+00:00,3147.18,3162.43,3115.63,3134.25,41418.0226,3137.4366666666665,32.681951949681434,-25.15873588306431,-12.206726197422219,-12.952009685642091,-70.11999999999989,-133.16509703938982,1211801.0541100004,74.8835012665211,-0.017982882555920177,24.91040787527075,41.195415944114835,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False
18,2021-08-17 01:30:00+00:00,3164.47,3179.31,3148.3,3175.23,12621.11147,3167.6133333333332,42.40729701283428,,,,11.4699999999998,24.03421505276199,-46996.62505000002,58.15646639274184,,34.66763799100437,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 01:00:00+00:00,3134.25,3179.31,3130.0,3175.23,24007.89493,3161.513333333333,42.614869690205346,-24.492107174411558,-9.232077991015574,-15.260029183395984,-48.61000000000013,-58.28196939629289,1235808.9490400003,59.34787114564813,-0.023249447918546575,24.846400746694016,45.7685287290648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,2021-08-17 02:00:00+00:00,3175.24,3184.18,3167.65,3170.96,7117.50122,3174.263333333334,41.41138068593595,,,,3.5300000000002,46.44903629102409,-54114.126270000015,63.882927470270054,-0.040316821697858114,38.00369647958758,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 01:00:00+00:00,3134.25,3179.31,3130.0,3175.23,24007.89493,3161.513333333333,42.614869690205346,-24.492107174411558,-9.232077991015574,-15.260029183395984,-48.61000000000013,-58.28196939629289,1235808.9490400003,59.34787114564813,-0.023249447918546575,24.846400746694016,45.7685287290648,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,2021-08-17 02:30:00+00:00,3170.96,3195.99,3170.5,3193.84,8983.29625,3186.7766666666666,48.40359217285916,,,,18.740000000000236,93.5005432939523,-45130.830020000016,79.20978208835773,-0.015304296924090556,44.484539126354164,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 02:00:00+00:00,3175.24,3195.99,3167.65,3193.84,16100.79747,3185.8266666666664,46.477148899826474,-22.206148987581855,-5.556895843348698,-16.649253144233157,-30.629999999999654,19.926640744297945,1251909.7465100004,42.16176027223132,0.024041300676756586,29.45481593562459,52.01604426264933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,2021-08-17 03:00:00+00:00,3193.98,3197.62,3178.63,3194.44,9198.38179,3190.23,48.57690846455171,,,,3.8600000000001273,104.19038326015051,-35932.448230000016,82.14234954693598,0.016820106168963983,57.202893421280955,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 02:00:00+00:00,3175.24,3195.99,3167.65,3193.84,16100.79747,3185.8266666666664,46.477148899826474,-22.206148987581855,-5.556895843348698,-16.649253144233157,-30.629999999999654,19.926640744297945,1251909.7465100004,42.16176027223132,0.024041300676756586,29.45481593562459,52.01604426264933,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,2021-08-17 03:30:00+00:00,3194.43,3210.28,3190.96,3194.69,10542.65437,3198.6433333333334,48.65430070797761,,,,9.860000000000127,123.84621679981393,-25389.793860000016,92.2490232123223,-0.011883414575629558,56.46384696745906,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 03:00:00+00:00,3193.98,3210.28,3178.63,3194.69,19741.03616,3194.5333333333333,46.653754872244185,-20.094288311432592,-2.75602813375955,-17.338260177673043,-24.980000000000018,61.18673092880207,1271650.7826700003,23.524971186367733,0.03751340176895935,36.87589988243612,51.87794857341298,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True
23,2021-08-17 04:00:00+00:00,3194.97,3215.65,3185.58,3186.08,9521.42805,3195.77,46.082018726353525,,,,33.25,88.7777777777789,-34911.221910000015,86.56208445072565,-0.05517261930985684,49.956911724574184,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 03:00:00+00:00,3193.98,3210.28,3178.63,3194.69,19741.03616,3194.5333333333333,46.653754872244185,-20.094288311432592,-2.75602813375955,-17.338260177673043,-24.980000000000018,61.18673092880207,1271650.7826700003,23.524971186367733,0.03751340176895935,36.87589988243612,51.87794857341298,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True
24,2021-08-17 04:30:00+00:00,3185.59,3204.1,3185.5,3190.99,6194.01129,3193.53,47.77759463080663,,,,44.45999999999958,67.63420497559841,-28717.210620000013,86.82903318372654,-0.07871988341609333,44.58153711294799,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 04:00:00+00:00,3194.97,3215.65,3185.5,3190.99,15715.43934,3197.3799999999997,45.943107756993726,-18.50585857015949,-0.9340787139891589,-17.57177985617033,-38.51000000000022,95.26988273179012,1255935.3433300003,17.568237144272995,0.0189280307214702,42.78006869346692,49.7016741168142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,2021-08-17 05:00:00+00:00,3191.5,3200.98,3168.3,3196.33,15566.15916,3188.536666666667,49.6327335733266,,,,60.79999999999973,41.076899868393,-13151.051460000013,85.35025255616927,-0.012000378023563194,36.49097056786077,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2021-08-17 04:00:00+00:00,3194.97,3215.65,3185.5,3190.99,15715.43934,3197.3799999999997,45.943107756993726,-18.50585857015949,-0.9340787139891589,-17.57177985617033,-38.51000000000022,95.26988273179012,1255935.3433300003,17.568237144272995,0.0189280307214702,42.78006869346692,49.7016741168142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,2021-08-17 05:30:00+00:00,3196.34,3200.87,3172.6,3173.51,7276.66751,3182.3266666666664,42.65866936520455,,,,39.26000000000022,-4.6767933104280095,-20427.718970000013,91.89809005122508,-0.005754053353973211,36.46929040978905,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 05:00:00+00:00,3191.5,3200.98,3168.3,3173.51,22842.82667,3180.9300000000003,42.6386851425994,-18.444885313376744,-0.6984843657651325,-17.746400947611612,-3.3399999999996908,32.307129097773334,1233092.5166600002,16.766841164178583,-0.03754042112498662,45.91320529975654,45.524403332344164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
27,2021-08-17 06:00:00+00:00,3173.51,3182.45,3158.3,3176.44,12451.27843,3172.396666666667,43.75153084187789,,,,11.960000000000036,-96.78904715127841,-7976.440540000012,82.8990146009554,0.053822723540748636,36.71184091812109,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 05:00:00+00:00,3191.5,3200.98,3168.3,3173.51,22842.82667,3180.9300000000003,42.6386851425994,-18.444885313376744,-0.6984843657651325,-17.746400947611612,-3.3399999999996908,32.307129097773334,1233092.5166600002,16.766841164178583,-0.03754042112498662,45.91320529975654,45.524403332344164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,2021-08-17 06:30:00+00:00,3176.44,3176.88,3144.01,3146.61,11743.36608,3155.8333333333335,36.18932996682786,,,,-28.61999999999989,-184.79112214096497,-19719.80662000001,76.48161313255343,-0.016055924068516483,36.59876101423765,39.54195025422593,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2021-08-17 06:00:00+00:00,3173.51,3182.45,3144.01,3146.61,24194.64451,3157.69,38.09751848866076,-20.332785065887492,-2.0691072946207036,-18.26367777126679,-17.15000000000009,-68.0235039038589,1208897.8721500002,15.732945424435643,-0.11182698991524885,38.97788054503306,45.328197729484934,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False
29,2021-08-17 07:00:00+00:00,3146.92,3170.12,3135.27,3157.18,15707.53711,3154.19,40.13767377631163,,,,-13.7800000000002,-146.0921667107229,-4012.269510000011,65.23837221827263,-0.02998029147824923,38.798603930482564,44.14266042844612,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2021-08-17 06:00:00+00:00,3173.51,3182.45,3144.01,3146.61,24194.64451,3157.69,38.09751848866076,-20.332785065887492,-2.0691072946207036,-18.26367777126679,-17.15000000000009,-68.0235039038589,1208897.8721500002,15.732945424435643,-0.11182698991524885,38.97788054503306,45.328197729484934,False,True,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False
